Quicker TPV Data Test
ID,Temperature (degC),Pressure (Pa),Humidity (%),Latitude (deg),Longitude (deg),Mode,GPS Time,Alt,EPX,EPY,EPV,Speed,Time
3,8.41,812.7359617706497,26.126089558678814,38.849985641,-104.822830059,3,2021-02-19T19:28:01.000Z,1850.928,10.078,9.793,35.19,0.015,11:23:47.715224
4,8.41,812.7229521211787,26.15450423784768,38.849985351,-104.822830226,3,2021-02-19T19:28:02.000Z,1850.681,10.078,9.793,35.19,0.014,11:23:47.911280
6,8.52,812.7646914507267,26.327688515746047,38.849985411,-104.822830393,3,2021-02-19T19:28:03.000Z,1850.466,10.078,9.793,35.19,0.01,11:23:49.249998
7,8.54,812.7108332766416,26.651181409458776,38.849985536,-104.822830687,3,2021-02-19T19:28:04.000Z,1850.353,10.078,9.793,35.19,0.017,11:23:49.907923
8,8.57,812.7265826085434,26.75834637815501,38.849985505,-104.822831011,3,2021-02-19T19:28:05.000Z,1850.214,10.078,9.793,35.19,0.011,11:23:50.907896
9,8.62,812.7378787513713,26.478276225682116,38.849985568,-104.822831159,3,2021-02-19T19:28:06.000Z,1850.157,10.078,9.793,35.19,0.024,11:23:51.904368
10,8.66,812.728147959742,26.249720215385047,38.849985917,-104.822830995,3,2021-02-19T19:28:07.000Z,1850.157,10.078,9.793,35.19,0.017,11:23:52.908454
11,8.7,812.7282337148866,26.203150762909246,38.849986164,-104.82283089,3,2021-02-19T19:28:08.000Z,1850.123,10.078,9.793,35.19,0.014,11:23:53.909508
12,8.72,812.7463459280859,25.99776847804127,38.849986768,-104.822830556,3,2021-02-19T19:28:09.000Z,1850.167,10.078,9.793,35.19,0.01,11:23:54.909783
13,8.71,812.7455271903626,25.9525624421268,38.849986986,-104.822829872,3,2021-02-19T19:28:10.000Z,1850.073,10.078,9.793,35.19,0.017,11:23:55.908857
14,8.65,812.7039367134561,26.551556609526624,38.849987137,-104.822828794,3,2021-02-19T19:28:11.000Z,1849.989,10.078,9.793,35.19,0.0,11:23:56.908314
15,8.63,812.7187682928504,26.44402464844323,38.849986796,-104.822828274,3,2021-02-19T19:28:12.000Z,1849.876,10.078,9.793,35.19,0.008,11:23:57.909036
17,8.56,812.6638886489698,26.116219791754958,38.849986268,-104.822827923,3,2021-02-19T19:28:13.000Z,1849.726,10.078,9.793,35.19,0.011,11:23:59.248809
18,8.48,812.699525507084,26.17529663294253,38.849986112,-104.822827953,3,2021-02-19T19:28:14.000Z,1849.699,10.078,9.793,35.19,0.012,11:23:59.909879
19,8.39,812.6820017143737,26.200544220086645,38.849985803,-104.822827638,3,2021-02-19T19:28:15.000Z,1849.503,10.078,9.793,35.19,0.048,11:24:00.909519
20,8.34,812.629018468404,26.82686117861137,38.849985147,-104.822827196,3,2021-02-19T19:28:16.000Z,1849.179,10.078,9.793,35.19,0.021,11:24:01.909732
21,8.23,812.6713760525923,27.295526502645753,38.84998436,-104.822826233,3,2021-02-19T19:28:17.000Z,1848.761,10.078,9.793,35.19,0.023,11:24:02.908439
22,8.12,812.6685838503961,27.184709350152335,38.849983625,-104.822825591,3,2021-02-19T19:28:18.000Z,1848.464,10.078,9.793,35.19,0.007,11:24:03.909513
23,8.04,812.638808713632,26.70421976113396,38.84998259,-104.822825189,3,2021-02-19T19:28:19.000Z,1848.24,10.078,9.793,35.19,0.01,11:24:04.909996
24,7.93,812.6454983395399,26.440389095205806,38.849981562,-104.822824638,3,2021-02-19T19:28:20.000Z,1848.079,10.078,9.793,35.19,0.007,11:24:05.909721
25,7.84,812.6766380760002,26.584768708732547,38.84998124,-104.822824334,3,2021-02-19T19:28:21.000Z,1848.028,10.078,9.793,35.19,0.028,11:24:06.909528
26,7.74,812.6581051208153,26.899476884706747,38.849980973,-104.822824406,3,2021-02-19T19:28:22.000Z,1847.873,10.078,9.793,35.19,0.013,11:24:07.909988
28,7.63,812.7036627736829,27.28798774756884,38.849980481,-104.822824589,3,2021-02-19T19:28:23.000Z,1847.702,10.078,9.793,35.19,0.013,11:24:09.251454
29,7.61,812.6655881623294,27.447462757609244,38.849979756,-104.822824684,3,2021-02-19T19:28:24.000Z,1847.547,10.078,9.793,35.19,0.022,11:24:09.905973
30,7.53,812.6911332062062,27.749822351514922,38.849979256,-104.822824668,3,2021-02-19T19:28:25.000Z,1847.409,10.078,9.793,35.19,0.013,11:24:10.909456
31,7.42,812.7071542344494,28.14354550790043,38.849978949,-104.822824864,3,2021-02-19T19:28:26.000Z,1847.148,10.078,9.793,35.19,0.031,11:24:11.909870
32,7.32,812.6887595956115,28.514068551725593,38.84997926,-104.822825172,3,2021-02-19T19:28:27.000Z,1846.946,10.078,9.793,35.19,0.016,11:24:12.908897
33,7.26,812.660542589709,28.311478558486435,38.849980113,-104.8228258,3,2021-02-19T19:28:28.000Z,1846.908,10.078,9.793,35.19,0.017,11:24:13.908852
34,7.23,812.7064298144901,28.17629927024537,38.849980908,-104.822826072,3,2021-02-19T19:28:29.000Z,1846.814,10.078,9.793,35.19,0.013,11:24:14.908836
35,7.23,812.7358623316409,28.272526707640544,38.849981648,-104.822826314,3,2021-02-19T19:28:30.000Z,1846.728,10.078,9.793,35.19,0.018,11:24:15.908885
36,7.28,812.6919687323501,28.305288454280245,38.849982456,-104.822826658,3,2021-02-19T19:28:31.000Z,1846.505,10.078,9.793,35.19,0.007,11:24:16.909858
37,7.31,812.6876314809547,28.401008977103505,38.849982796,-104.82282728,3,2021-02-19T19:28:32.000Z,1846.474,2.519,2.448,8.797,0.007,11:24:17.910011
39,7.42,812.7071542344494,28.426859314171956,38.849983579,-104.822827643,3,2021-02-19T19:28:33.000Z,1846.542,2.5,2.445,8.797,0.007,11:24:19.260607
40,7.48,812.7584628128046,28.21568029334713,38.84998456,-104.822828282,3,2021-02-19T19:28:34.000Z,1846.661,2.5,2.445,8.797,0.007,11:24:19.910894
41,7.54,812.7439541397607,27.95931462105935,38.849985866,-104.82282875,3,2021-02-19T19:28:35.000Z,1846.832,2.5,2.445,8.797,0.017,11:24:20.918805
42,7.52,812.7387804508319,27.597077597983525,38.849987197,-104.822829307,3,2021-02-19T19:28:36.000Z,1846.967,2.5,2.445,8.797,0.031,11:24:21.910083
43,7.5,812.7405292011396,27.74489162239295,38.849988189,-104.822829588,3,2021-02-19T19:28:37.000Z,1847.038,2.5,2.445,8.797,0.008,11:24:22.920184
44,7.53,812.7725428809324,27.43230060907722,38.849989097,-104.822830063,3,2021-02-19T19:28:38.000Z,1847.12,2.5,2.445,8.797,0.026,11:24:23.909986
45,7.6,812.7943961831261,27.748218364143796,38.849990219,-104.822830702,3,2021-02-19T19:28:39.000Z,1847.252,2.5,2.445,8.797,0.011,11:24:24.918181
46,7.65,812.759950930406,27.22528519374498,38.849991061,-104.822831504,3,2021-02-19T19:28:40.000Z,1847.391,2.5,2.445,8.797,0.023,11:24:25.910870
47,7.62,812.8032948871266,26.517019790876535,38.849991991,-104.822832359,3,2021-02-19T19:28:41.000Z,1847.566,2.5,2.445,8.797,0.013,11:24:26.919789
48,7.65,812.8058556557739,26.085072496649133,38.849993293,-104.822833675,3,2021-02-19T19:28:42.000Z,1847.881,2.5,2.445,8.797,0.003,11:24:27.911657
50,7.69,812.8095320471459,26.03286111943661,38.849993951,-104.822834546,3,2021-02-19T19:28:43.000Z,1848.125,2.5,2.445,8.797,0.007,11:24:29.260650
51,7.7,812.8268404333159,26.03817585224223,38.849994397,-104.822835253,3,2021-02-19T19:28:44.000Z,1848.318,2.5,2.445,8.797,0.007,11:24:29.909770
52,7.76,812.8157543109936,25.724403866535475,38.849994898,-104.82283599,3,2021-02-19T19:28:45.000Z,1848.504,2.5,2.445,8.797,0.007,11:24:30.909484
53,7.84,812.8456098308257,25.659668791971527,38.84999543,-104.82283675,3,2021-02-19T19:28:46.000Z,1848.734,2.5,2.445,8.797,0.021,11:24:31.905693
54,7.96,812.8138319422956,25.394980297089237,38.849995842,-104.822837271,3,2021-02-19T19:28:47.000Z,1848.852,2.5,2.445,8.797,0.01,11:24:32.909840
55,8.03,812.8520790793564,25.29645581021868,38.849996212,-104.822838207,3,2021-02-19T19:28:48.000Z,1848.993,2.5,2.445,8.797,0.022,11:24:33.910267
56,8.07,812.8652529161085,25.647431290886082,38.849996878,-104.822839196,3,2021-02-19T19:28:49.000Z,1849.188,2.5,2.445,8.797,0.015,11:24:34.920158
57,8.09,812.7698319320177,25.61260956976614,38.849997387,-104.822837081,3,2021-02-19T19:28:50.000Z,1850.074,2.5,2.445,8.797,0.377,11:24:35.910192
58,8.14,812.711891493882,25.401161698402255,38.849997519,-104.822834626,3,2021-02-19T19:28:51.000Z,1850.518,2.5,2.445,8.797,0.233,11:24:36.910653
59,8.22,812.6347195438153,25.159934239706782,38.849997737,-104.822833582,3,2021-02-19T19:28:52.000Z,1851.078,2.5,2.445,8.797,0.073,11:24:37.910249
61,8.23,812.5837944331995,24.932323151147546,38.849997795,-104.82283368,3,2021-02-19T19:28:53.000Z,1851.644,2.487,2.455,8.797,0.026,11:24:39.253969
62,8.23,812.6063468003583,24.801701112493873,38.849998019,-104.822840684,3,2021-02-19T19:28:54.000Z,1851.724,2.487,2.455,8.797,0.946,11:24:39.910650
63,8.23,812.5222241005233,24.790176304817287,38.849995341,-104.822832145,3,2021-02-19T19:28:55.000Z,1851.87,2.487,2.455,8.797,1.409,11:24:40.910850
64,8.3,812.5994206690798,24.72557706619989,38.849992811,-104.822819136,3,2021-02-19T19:28:56.000Z,1851.805,2.487,2.455,8.797,0.814,11:24:41.910706
65,8.39,812.6689925093881,24.739815124383615,38.849982273,-104.822803698,3,2021-02-19T19:28:57.000Z,1851.695,2.487,2.455,8.797,2.054,11:24:42.908274
66,8.48,812.657033338317,24.793939434881192,38.84998091,-104.822786468,3,2021-02-19T19:28:58.000Z,1851.756,2.487,2.455,8.797,1.482,11:24:43.911786
67,8.6,812.6092911457339,24.76149353055086,38.84998605,-104.822774608,3,2021-02-19T19:28:59.000Z,1851.892,2.487,2.455,8.797,1.046,11:24:44.911350
68,8.6,812.5702502421192,24.818370745095265,38.84998834,-104.822771101,3,2021-02-19T19:29:00.000Z,1851.768,2.487,2.455,8.797,0.223,11:24:45.910001
69,8.62,812.5200984061522,24.959921879344964,38.849987141,-104.822771065,3,2021-02-19T19:29:01.000Z,1851.726,2.487,2.455,8.797,0.22,11:24:46.911125
70,8.6,812.531209376461,24.875247020776026,38.8499858,-104.822768338,3,2021-02-19T19:29:02.000Z,1851.751,2.487,2.455,8.797,0.334,11:24:47.913028
72,8.59,812.5824440351394,24.636683827907195,38.849986606,-104.822765194,3,2021-02-19T19:29:03.000Z,1851.943,2.636,2.635,8.912,0.184,11:24:49.252926
73,8.63,812.6146551776689,24.641314434126997,38.849986536,-104.822763122,3,2021-02-19T19:29:04.000Z,1852.208,2.636,2.635,8.797,0.101,11:24:49.908667
74,8.62,812.5615139267045,24.539256157482424,38.84998602,-104.822761966,3,2021-02-19T19:29:05.000Z,1852.247,2.636,2.635,8.797,0.064,11:24:50.912165
75,8.67,812.5563138751505,24.28721298720131,38.84998163,-104.822761037,3,2021-02-19T19:29:06.000Z,1852.597,2.636,2.635,11.27,0.553,11:24:51.912483
76,8.67,812.591900700023,24.480729897781373,38.849974221,-104.822759767,3,2021-02-19T19:29:07.000Z,1853.172,2.636,2.635,8.797,0.892,11:24:52.912303
77,8.63,812.5400285972511,24.339740218249876,38.849965272,-104.822757757,3,2021-02-19T19:29:08.000Z,1853.72,2.636,2.635,8.797,1.049,11:24:53.911453
78,8.61,812.5025424373661,24.328947927725753,38.849955941,-104.822756262,3,2021-02-19T19:29:09.000Z,1854.369,2.636,2.635,8.797,1.027,11:24:54.912106
79,8.63,812.4003306816226,24.146231703456703,38.849947719,-104.822754239,3,2021-02-19T19:29:10.000Z,1855.088,2.636,2.635,8.797,0.926,11:24:55.911637
80,8.63,812.3838590863475,24.009773873570367,38.849940359,-104.8227507,3,2021-02-19T19:29:11.000Z,1855.72,2.636,2.635,8.797,0.903,11:24:56.911595
81,8.7,812.3247491422732,23.910661000751656,38.849932958,-104.822747122,3,2021-02-19T19:29:12.000Z,1856.215,2.636,2.635,8.797,0.856,11:24:57.920221
83,8.82,812.2143891765587,23.582176351995805,38.849925691,-104.82274359,3,2021-02-19T19:29:13.000Z,1856.802,2.487,2.455,8.797,0.92,11:24:59.267837
84,8.88,812.1543944539316,23.52313930192447,38.849918184,-104.822738492,3,2021-02-19T19:29:14.000Z,1857.375,2.487,2.455,8.797,0.967,11:24:59.916575
85,8.92,812.1318335881822,23.396458172383138,38.849909328,-104.822734593,3,2021-02-19T19:29:15.000Z,1857.623,2.487,2.455,8.797,0.966,11:25:00.911264
86,8.94,812.0648797202865,23.304726025106625,38.849901394,-104.822730976,3,2021-02-19T19:29:16.000Z,1857.936,2.487,2.455,8.797,0.961,11:25:01.913394
87,8.93,811.9763921100083,23.168322033944097,38.849892572,-104.822728167,3,2021-02-19T19:29:17.000Z,1858.18,2.487,2.455,8.797,0.961,11:25:02.913351
88,8.97,811.8948176853938,22.876588739601296,38.849884288,-104.82272527,3,2021-02-19T19:29:18.000Z,1858.509,2.487,2.455,8.797,0.919,11:25:03.913749
89,9.01,811.904912330413,22.618596302871623,38.849879686,-104.822718312,3,2021-02-19T19:29:19.000Z,1858.569,2.487,2.455,8.797,0.756,11:25:04.913969
90,8.95,811.8504411318073,22.427454892176115,38.849877355,-104.82270899,3,2021-02-19T19:29:20.000Z,1858.524,2.487,2.455,8.797,0.827,11:25:05.913253
91,8.96,811.919796315475,22.318752217294126,38.849876157,-104.822698856,3,2021-02-19T19:29:21.000Z,1858.37,2.487,2.455,8.74,0.849,11:25:06.913150
92,9.01,811.9205926503784,22.23148350473957,38.849874869,-104.822687621,3,2021-02-19T19:29:22.000Z,1858.07,2.487,2.455,8.74,0.955,11:25:07.911768
94,8.99,811.883389770321,22.118209139679447,38.84987348,-104.8226768,3,2021-02-19T19:29:23.000Z,1858.038,2.491,3.11,11.27,0.931,11:25:09.267426
95,8.94,811.8860481159145,22.051586070949913,38.849871572,-104.82266548,3,2021-02-19T19:29:24.000Z,1857.918,2.491,3.11,8.74,0.973,11:25:09.912836
96,8.82,811.9540295497229,22.004971865657563,38.8498692,-104.822655032,3,2021-02-19T19:29:25.000Z,1857.943,2.491,3.11,8.74,0.969,11:25:10.911992
97,8.75,811.9290151984508,22.018879604929833,38.849865916,-104.822645039,3,2021-02-19T19:29:26.000Z,1858.045,2.491,3.11,8.74,0.936,11:25:11.908795
98,8.7,811.9342840611208,21.99244501606183,38.849861591,-104.822634506,3,2021-02-19T19:29:27.000Z,1858.131,2.491,3.11,8.74,1.011,11:25:12.912548
99,8.62,811.8954293924274,21.99534969272781,38.849857815,-104.822624248,3,2021-02-19T19:29:28.000Z,1858.301,2.491,3.11,8.74,0.988,11:25:13.912508
100,8.52,811.93193915624,22.1075473984421,38.849853955,-104.822614101,3,2021-02-19T19:29:29.000Z,1858.466,2.491,3.11,8.74,0.958,11:25:14.912268
101,8.4,811.8765195341981,22.242820040720655,38.849849442,-104.822604566,3,2021-02-19T19:29:30.000Z,1858.817,2.491,3.11,8.74,0.961,11:25:15.922252
102,8.31,811.8779296030949,22.37717170536138,38.849844203,-104.822593787,3,2021-02-19T19:29:31.000Z,1858.774,2.491,3.11,8.74,1.009,11:25:16.913637
103,8.25,811.84064757269,22.515732125862364,38.849839102,-104.822584551,3,2021-02-19T19:29:32.000Z,1858.696,2.491,3.11,8.74,0.911,11:25:17.915900
105,8.16,811.8717475736099,22.791994362809834,38.849833683,-104.822577315,3,2021-02-19T19:29:33.000Z,1858.902,2.487,2.464,8.74,0.908,11:25:19.275609
106,8.12,811.8650002177228,22.958396160987707,38.849827199,-104.822569552,3,2021-02-19T19:29:34.000Z,1858.982,2.487,2.464,11.27,1.024,11:25:19.911997
107,8.07,811.8484362746984,23.06215490607029,38.849821421,-104.822561844,3,2021-02-19T19:29:35.000Z,1858.902,2.487,2.464,11.27,0.938,11:25:20.912592
108,8.02,811.8726780734411,23.092639223779344,38.849815157,-104.822553826,3,2021-02-19T19:29:36.000Z,1858.809,2.487,2.464,11.27,0.992,11:25:21.913640
109,7.99,811.8282995143494,23.087769259149358,38.849809459,-104.822546216,3,2021-02-19T19:29:37.000Z,1858.846,2.487,2.464,11.27,0.899,11:25:22.912720
110,7.96,811.8709044634505,23.16288729629894,38.849802685,-104.822539246,3,2021-02-19T19:29:38.000Z,1859.269,2.487,2.464,11.27,0.922,11:25:23.913095
111,7.92,811.8776942174093,23.232227898420295,38.849795633,-104.822532622,3,2021-02-19T19:29:39.000Z,1859.572,2.487,2.464,8.74,1.006,11:25:24.913462
112,7.93,811.8551528318301,23.374169649153433,38.849787799,-104.822526703,3,2021-02-19T19:29:40.000Z,1859.759,2.487,2.464,8.74,1.043,11:25:25.913206
113,7.9,811.846579879592,23.44321573899869,38.849780271,-104.822520764,3,2021-02-19T19:29:41.000Z,1859.681,2.487,2.464,8.74,1.06,11:25:26.913094
114,7.89,811.8587485644281,23.534452120866707,38.849773745,-104.822515122,3,2021-02-19T19:29:42.000Z,1859.768,2.487,2.464,8.74,0.905,11:25:27.913454
116,7.92,811.8057842750109,23.755038737702638,38.849766938,-104.822509399,3,2021-02-19T19:29:43.000Z,1859.814,2.487,2.464,8.74,0.941,11:25:29.281909
117,7.92,811.7702437109547,23.8060764762191,38.849760079,-104.822503892,3,2021-02-19T19:29:44.000Z,1859.914,2.487,2.464,8.74,0.95,11:25:29.910692
118,7.92,811.8646949828465,23.89119550333689,38.849752779,-104.822500887,3,2021-02-19T19:29:45.000Z,1860.076,2.487,2.464,8.74,0.857,11:25:30.914003
119,8.02,811.8180423902367,23.927647324744147,38.849744816,-104.822499837,3,2021-02-19T19:29:46.000Z,1860.409,2.487,2.464,8.74,0.916,11:25:31.914478
120,8.06,811.8276963985938,23.87531864736616,38.84973735,-104.822497565,3,2021-02-19T19:29:47.000Z,1860.497,2.487,2.464,8.74,0.865,11:25:32.913387
121,8.06,811.8051488578385,23.86955166619135,38.84973022,-104.822495139,3,2021-02-19T19:29:48.000Z,1860.731,2.487,2.464,8.74,0.915,11:25:33.923993
122,8.0,811.7643875262233,23.87151141454779,38.849722713,-104.822492461,3,2021-02-19T19:29:49.000Z,1860.937,2.487,2.464,8.74,0.954,11:25:34.915239
123,7.87,811.7719191454447,23.904508435577682,38.849714868,-104.822490412,3,2021-02-19T19:29:50.000Z,1860.998,2.487,2.464,8.74,0.919,11:25:35.913079
124,7.72,811.7918133226799,24.079742004308965,38.849707318,-104.822489053,3,2021-02-19T19:29:51.000Z,1861.147,2.487,2.464,8.74,0.954,11:25:36.913449
125,7.61,811.7725480357893,24.25928202362226,38.849698284,-104.822489859,3,2021-02-19T19:29:52.000Z,1861.053,2.487,2.464,8.74,1.006,11:25:37.913698
127,7.44,811.812880438322,24.554125415203195,38.849689171,-104.822491451,3,2021-02-19T19:29:53.000Z,1860.922,2.499,2.451,8.74,0.965,11:25:39.279895
128,7.37,811.8300643605421,24.709276154208034,38.849681087,-104.822493036,3,2021-02-19T19:29:54.000Z,1860.937,2.499,2.451,8.74,0.883,11:25:39.913167
129,7.27,811.8080724425487,24.984622364553413,38.849673287,-104.822494785,3,2021-02-19T19:29:55.000Z,1861.008,2.499,2.451,8.74,0.898,11:25:40.909454
130,7.31,811.8469657406104,25.187581961793825,38.849665303,-104.822495509,3,2021-02-19T19:29:56.000Z,1860.993,2.499,2.451,8.74,0.864,11:25:41.913827
131,7.21,811.7308699029729,24.86192809419782,38.849655728,-104.822497599,3,2021-02-19T19:29:57.000Z,1860.862,2.499,2.451,8.74,1.0,11:25:42.913629
132,7.12,811.8403748802431,24.535683311566267,38.849646946,-104.822501774,3,2021-02-19T19:29:58.000Z,1860.877,2.499,2.451,8.74,1.022,11:25:43.912586
133,7.14,811.7572666162345,24.44450037234989,38.84963893,-104.822506981,3,2021-02-19T19:29:59.000Z,1860.978,2.499,2.451,8.74,1.014,11:25:44.912698
134,7.09,811.7858842070679,24.598994851057896,38.849631003,-104.822512404,3,2021-02-19T19:30:00.000Z,1861.146,2.499,2.451,8.74,0.947,11:25:45.912924
135,7.03,811.7992659637198,24.584079238768147,38.849621863,-104.822517984,3,2021-02-19T19:30:01.000Z,1861.29,2.499,2.451,8.74,1.106,11:25:46.913740
136,6.97,811.8267345917352,24.41584237521289,38.849612949,-104.822523452,3,2021-02-19T19:30:02.000Z,1861.451,2.499,2.451,8.74,0.987,11:25:47.911631
138,6.98,811.7465223023152,24.302254745104854,38.849606159,-104.822528309,3,2021-02-19T19:30:03.000Z,1861.558,2.499,2.451,8.74,0.787,11:25:49.279528
139,6.96,811.8189571094856,24.268993416168254,38.849603762,-104.822532186,3,2021-02-19T19:30:04.000Z,1861.618,2.499,2.451,8.74,0.294,11:25:49.913396
140,6.95,811.8085787781608,24.325904807836903,38.849607291,-104.822536691,3,2021-02-19T19:30:05.000Z,1861.641,2.499,2.451,8.74,0.698,11:25:50.913480
141,7.04,811.8168281014182,24.27762119036064,38.849613232,-104.822541795,3,2021-02-19T19:30:06.000Z,1861.779,2.499,2.451,8.74,0.861,11:25:51.925309
142,7.16,811.7722194206169,24.438178855324125,38.84962097,-104.82254747,3,2021-02-19T19:30:07.000Z,1861.987,2.499,2.451,8.74,1.036,11:25:52.913496
143,7.21,811.7542296678763,24.175648788656073,38.849628696,-104.822552325,3,2021-02-19T19:30:08.000Z,1862.038,2.499,2.451,8.74,0.996,11:25:53.913649
144,7.26,811.7682672962402,23.862157317720204,38.849635706,-104.822558114,3,2021-02-19T19:30:09.000Z,1861.933,2.499,2.451,8.74,0.953,11:25:54.913542
145,7.29,811.7482972942581,23.60581397709926,38.849642623,-104.822563978,3,2021-02-19T19:30:10.000Z,1861.888,2.499,2.451,8.74,0.952,11:25:55.913462
146,7.36,811.7770020889412,23.626181030777627,38.849649665,-104.822569606,3,2021-02-19T19:30:11.000Z,1861.953,2.499,2.451,8.74,0.908,11:25:56.914574
147,7.42,811.7953236178427,23.618440302519197,38.849657199,-104.822574595,3,2021-02-19T19:30:12.000Z,1862.03,2.499,2.451,8.74,0.95,11:25:57.914075
149,7.48,811.819710649275,23.520070159858623,38.849664734,-104.822580116,3,2021-02-19T19:30:13.000Z,1861.884,2.499,2.451,8.74,0.884,11:25:59.277712
150,7.5,811.8086704313437,23.45694298148894,38.849671483,-104.822586202,3,2021-02-19T19:30:14.000Z,1861.831,2.499,2.451,8.74,0.959,11:25:59.913676
151,7.58,811.7636909427125,23.40306513483471,38.849679018,-104.82259298,3,2021-02-19T19:30:15.000Z,1861.908,2.499,2.451,8.74,1.043,11:26:00.913723
152,7.59,811.790513715162,23.34594899660062,38.849686542,-104.822598857,3,2021-02-19T19:30:16.000Z,1861.811,2.499,2.451,8.74,0.989,11:26:01.913976
153,7.67,811.7812918687341,23.292116261405614,38.849694193,-104.822604206,3,2021-02-19T19:30:17.000Z,1861.697,2.499,2.451,8.74,0.955,11:26:02.915663
